"YEAR";"HABITAT";"ESPECE";"MIGRATION";"CIinf";"CIquart_inf";"med";"CIquart_sup";"CIsup"
2022;"STOC-rozo";"PASDOM";"Court";0;0;0;0;0
1990;"Terrestre";"PASDOM";"Court";0,0249999999999999;0,25;0,5;0,75;0,975
1991;"Terrestre";"PASDOM";"Court";0;0;0;0;0,45
1992;"Terrestre";"PASDOM";"Court";0;0;0;0,03125;0,059375
1993;"Terrestre";"PASDOM";"Court";0;0;0;0;0,45
1994;"Terrestre";"PASDOM";"Court";0;0;0;0;0
1995;"Terrestre";"PASDOM";"Court";0;0;0;0;0
1996;"Terrestre";"PASDOM";"Court";0;0;0;0;0
1997;"Terrestre";"PASDOM";"Court";0;0;0;0,5;0,95
1998;"Terrestre";"PASDOM";"Court";0;0;0;0;7,2
1999;"Terrestre";"PASDOM";"Court";0,0476190476190476;0,0476190476190476;0,0476190476190476;0,0476190476190476;0,0476190476190476
2000;"Terrestre";"PASDOM";"Court";0,170833333333333;0,208333333333333;0,25;0,625;0,9625
2001;"Terrestre";"PASDOM";"Court";0;0;0;0,375;1,09333333333333
2002;"Terrestre";"PASDOM";"Court";0;0;0;0,5875;3,39545454545455
2003;"Terrestre";"PASDOM";"Court";0;0;0,111111111111111;1;1,8
2004;"Terrestre";"PASDOM";"Court";0;0;0,258333333333333;0,458333333333333;3,07142857142857
2005;"Terrestre";"PASDOM";"Court";0;0;0,0303030303030303;0,5625;3,625
2006;"Terrestre";"PASDOM";"Court";0;0;0,25;0,461538461538462;3,13157894736842
2007;"Terrestre";"PASDOM";"Court";0;0;0,0689655172413793;0,666666666666667;1,66666666666667
2008;"Terrestre";"PASDOM";"Court";0;0;0;1;3,59166666666667
2009;"Terrestre";"PASDOM";"Court";0;0;0;0;1,8625
2010;"Terrestre";"PASDOM";"Court";0;0;0;0,26099706744868;2,2375
2011;"Terrestre";"PASDOM";"Court";0;0;0;0,55;5,5
2012;"Terrestre";"PASDOM";"Court";0;0;0;0;2,95
2013;"Terrestre";"PASDOM";"Court";0;0;0,25;0,833333333333333;4,46666666666667
2014;"Terrestre";"PASDOM";"Court";0;0;0;0,428571428571429;2
2015;"Terrestre";"PASDOM";"Court";0;0;0;0,666666666666667;2,15
2016;"Terrestre";"PASDOM";"Court";0;0;0;0,321428571428571;0,7875
2017;"Terrestre";"PASDOM";"Court";0;0;0;0,867647058823529;4,08333333333334
2018;"Terrestre";"PASDOM";"Court";0;0;0;0,109848484848485;0,912179487179487
2019;"Terrestre";"PASDOM";"Court";0;0;0;0,503571428571429;2,0625
2020;"Terrestre";"PASDOM";"Court";0;0;0;0,264285714285714;2,5703125
2021;"Terrestre";"PASDOM";"Court";0;0;0,0384615384615385;0,555555555555556;1,14516129032258
2022;"Terrestre";"PASDOM";"Court";0;0;0,458333333333333;1;3,6
2006;"Aquatique";"PASMON";"Court";3;3;3;3;3
2001;"STOC-rozo";"PASMON";"Court";0;0;0;0;0
1995;"Terrestre";"PASMON";"Court";0;0;0;0;0
2002;"Terrestre";"PASMON";"Court";0,0249999999999999;0,25;0,5;0,75;0,975
2003;"Terrestre";"PASMON";"Court";0,00394736842105262;0,0394736842105263;0,0789473684210526;0,118421052631579;0,153947368421053
2004;"Terrestre";"PASMON";"Court";0,44;0,44;0,44;0,44;0,44
2005;"Terrestre";"PASMON";"Court";0;0;0;0;0
2006;"Terrestre";"PASMON";"Court";0;0;0;0,166666666666667;0,316666666666667
2007;"Terrestre";"PASMON";"Court";0,01;0,1;0,2;0,6;0,96
2008;"Terrestre";"PASMON";"Court";0;0;0;0;0
2010;"Terrestre";"PASMON";"Court";0;0;0;0;0
2011;"Terrestre";"PASMON";"Court";0;0;0;0;0
2012;"Terrestre";"PASMON";"Court";0;0;0;0;0
2014;"Terrestre";"PASMON";"Court";0;0;0;0;0
2016;"Terrestre";"PASMON";"Court";0;0;0;0;0
2017;"Terrestre";"PASMON";"Court";0;0;0;0;0
2018;"Terrestre";"PASMON";"Court";0;0;0;0;0
2022;"Terrestre";"PASMON";"Court";0;0;0;0;0
2006;"Terrestre";"PETPET";"Court";0;0;0;0;0
2010;"Terrestre";"PETPET";"Court";0;0;0;0;0
1989;"Terrestre";"PHOOCH";"Court";1,5;1,5;1,5;1,5;1,5
1993;"Terrestre";"PHOOCH";"Court";0;0;0;0;0
1997;"Terrestre";"PHOOCH";"Court";0;0;0;0;0
1998;"Terrestre";"PHOOCH";"Court";0;0;0;0;0
2001;"Terrestre";"PHOOCH";"Court";3;3;3;3;3
2002;"Terrestre";"PHOOCH";"Court";0;0;0;0,25;0,925
2003;"Terrestre";"PHOOCH";"Court";0,05;0,5;1;2;2,9
2004;"Terrestre";"PHOOCH";"Court";0;0;0;0;0
2005;"Terrestre";"PHOOCH";"Court";0;0;0;1,5;2,85
2006;"Terrestre";"PHOOCH";"Court";0;0;0,5;1,25;1,925
2007;"Terrestre";"PHOOCH";"Court";0,05;0,5;1;1,25;5,525
2008;"Terrestre";"PHOOCH";"Court";0;0;0;0;0
2009;"Terrestre";"PHOOCH";"Court";0;0;0;1;1
2010;"Terrestre";"PHOOCH";"Court";0;0;0;0;0
2011;"Terrestre";"PHOOCH";"Court";0;0;0;0,333333333333333;3,63333333333333
2012;"Terrestre";"PHOOCH";"Court";0;0;0;0,75;1,875
2013;"Terrestre";"PHOOCH";"Court";0;0;0;0;0
2014;"Terrestre";"PHOOCH";"Court";0;0;0;0,125;0,4625
2015;"Terrestre";"PHOOCH";"Court";0,075;0,75;1;1,25;1,925
2016;"Terrestre";"PHOOCH";"Court";0;0;0,5;1;1
2017;"Terrestre";"PHOOCH";"Court";0;0;0;0,5;1,85
2018;"Terrestre";"PHOOCH";"Court";0;0;0;0;0
2019;"Terrestre";"PHOOCH";"Court";0;0;0,5;1;1
2020;"Terrestre";"PHOOCH";"Court";0;0;0,166666666666667;0,533333333333333;6,2
2021;"Terrestre";"PHOOCH";"Court";0;0;0;1;1
2022;"Terrestre";"PHOOCH";"Court";0;0;0;0,375;1,3875
2002;"Aquatique";"PHYCOL";"Court";0;0;0;0;0
2003;"Aquatique";"PHYCOL";"Court";0,4;0,4;0,4;0,4;0,4
2006;"Aquatique";"PHYCOL";"Court";1;1;1;1;1
2007;"Aquatique";"PHYCOL";"Court";0,0499999999999998;0,5;1;1,5;1,95
2008;"Aquatique";"PHYCOL";"Court";1;1;1;1;1
2010;"Aquatique";"PHYCOL";"Court";0,0249999999999999;0,25;0,5;0,75;0,975
2011;"Aquatique";"PHYCOL";"Court";6;6;6;6;6
2012;"Aquatique";"PHYCOL";"Court";0,625;0,625;0,625;0,625;0,625
2013;"Aquatique";"PHYCOL";"Court";0,00999999999999997;0,1;0,2;0,3;0,39
2014;"Aquatique";"PHYCOL";"Court";0,81;0,9;1;1,57142857142857;2,08571428571429
2015;"Aquatique";"PHYCOL";"Court";0,05625;0,5625;0,875;1,04166666666667;1,15416666666667
2016;"Aquatique";"PHYCOL";"Court";0,12;1,2;2;4,66666666666667;6,76666666666667
2017;"Aquatique";"PHYCOL";"Court";0,805555555555556;1,125;1,75;2,375;4,6875
2018;"Aquatique";"PHYCOL";"Court";0,0666666666666667;0,666666666666667;2,5;2,5;7,45
2019;"Aquatique";"PHYCOL";"Court";0,025;0,25;0,5;1,125;1,6875
2020;"Aquatique";"PHYCOL";"Court";0,0187499999999999;0,1875;0,375;0,5625;0,73125
2021;"Aquatique";"PHYCOL";"Court";0,0437499999999998;0,4375;0,875;1,3125;1,70625
2022;"Aquatique";"PHYCOL";"Court";0,4;0,4;0,4;0,4;0,4
1999;"STOC-rozo";"PHYCOL";"Court";0,0249999999999999;0,25;0,5;0,75;0,975
2000;"STOC-rozo";"PHYCOL";"Court";1;1;1;1;1
2001;"STOC-rozo";"PHYCOL";"Court";0;0;0;0;0
2002;"STOC-rozo";"PHYCOL";"Court";0,05;0,5;1;1,66666666666667;2,26666666666667
2003;"STOC-rozo";"PHYCOL";"Court";0,0333333333333334;0,333333333333333;0,333333333333333;3;3,9
2004;"STOC-rozo";"PHYCOL";"Court";0,01875;0,1875;1,29166666666667;3,25;5,725
2005;"STOC-rozo";"PHYCOL";"Court";1;1;1;1;1
2006;"STOC-rozo";"PHYCOL";"Court";0,8375;1,625;2,5;5,25;7,725
2007;"STOC-rozo";"PHYCOL";"Court";0,1;1;1;1,5;2,25
2008;"STOC-rozo";"PHYCOL";"Court";0;0;0,333333333333333;1;3,7
2009;"STOC-rozo";"PHYCOL";"Court";0,075;0,75;1,16666666666667;1,75;2,875
2010;"STOC-rozo";"PHYCOL";"Court";0,0375;0,375;0,95;2,8;6,58
2011;"STOC-rozo";"PHYCOL";"Court";0,1375;0,25;1;2;3,35
2012;"STOC-rozo";"PHYCOL";"Court";0;0;0,25;0,7625;1,3775
2013;"STOC-rozo";"PHYCOL";"Court";0;0;0;1;3,7
2014;"STOC-rozo";"PHYCOL";"Court";0,67948717948718;0,794871794871795;0,923076923076923;2,21153846153846;3,37115384615385
2015;"STOC-rozo";"PHYCOL";"Court";0;0,166666666666667;0,958333333333333;1,3625;2,8
2016;"STOC-rozo";"PHYCOL";"Court";1,02857142857143;1,28571428571429;1,57142857142857;6,78571428571429;11,4785714285714
2017;"STOC-rozo";"PHYCOL";"Court";0,779166666666667;1,04166666666667;1,33333333333333;1,41666666666667;1,49166666666667
2018;"STOC-rozo";"PHYCOL";"Court";0;0,05;0,314285714285714;0,482142857142857;0,9375
2019;"STOC-rozo";"PHYCOL";"Court";0,02;0,2;0,333333333333333;0,4;1,39
2020;"STOC-rozo";"PHYCOL";"Court";0,234523809523809;0,345238095238095;0,468253968253968;0,591269841269841;0,701984126984127
2021;"STOC-rozo";"PHYCOL";"Court";0,35;0,5;0,666666666666667;0,833333333333333;0,983333333333333
2022;"STOC-rozo";"PHYCOL";"Court";0;0;0,2;0,466666666666667;0,646666666666667
1989;"Terrestre";"PHYCOL";"Court";0,0685185185185186;0,685185185185185;1,37037037037037;2,73518518518518;3,96351851851852
1990;"Terrestre";"PHYCOL";"Court";0,0192307692307692;0,243589743589744;0,757575757575758;1,25529661016949;9,5625
1991;"Terrestre";"PHYCOL";"Court";0,0434210526315789;0,458333333333333;0,861111111111111;1,31410256410256;2,32163461538461
1992;"Terrestre";"PHYCOL";"Court";0;0,225961538461538;0,583333333333333;0,805555555555556;2,75
1993;"Terrestre";"PHYCOL";"Court";0,075;0,529761904761905;1;1,7816091954023;5,65
1994;"Terrestre";"PHYCOL";"Court";0,0814814814814815;0,444444444444444;0,571428571428571;0,928571428571429;6,53333333333334
1995;"Terrestre";"PHYCOL";"Court";0;0,416666666666667;0,945238095238095;2,55;9,5875
1996;"Terrestre";"PHYCOL";"Court";0,0727272727272727;0,454545454545455;0,5;1,1;7,9
1997;"Terrestre";"PHYCOL";"Court";0,254166666666667;0,522727272727273;0,833333333333333;1,80952380952381;3,6875
1998;"Terrestre";"PHYCOL";"Court";0;0,325;0,625;1,4484126984127;7,93181818181818
1999;"Terrestre";"PHYCOL";"Court";0,0375;0,267857142857143;0,5;1,39230769230769;1,485
2000;"Terrestre";"PHYCOL";"Court";0;0,267045454545455;0,777777777777778;1,16666666666667;4
2001;"Terrestre";"PHYCOL";"Court";0,176190476190476;0,533333333333333;0,666666666666667;1,33333333333333;2,8
2002;"Terrestre";"PHYCOL";"Court";0;0,452873563218391;1,02403846153846;2;7,275
2003;"Terrestre";"PHYCOL";"Court";0;0,366071428571429;0,75;1,2375;3,55
2004;"Terrestre";"PHYCOL";"Court";0;0,333333333333333;0,628571428571429;1,47222222222222;7,85
2005;"Terrestre";"PHYCOL";"Court";0;0,1875;0,875;1,33823529411765;6,77499999999999
2006;"Terrestre";"PHYCOL";"Court";0;0,25;0,6;2,33333333333333;6,13333333333334
2007;"Terrestre";"PHYCOL";"Court";0;0,325;1;2;8,575
2008;"Terrestre";"PHYCOL";"Court";0;0,142857142857143;0,666666666666667;1,33333333333333;3,64999999999999
2009;"Terrestre";"PHYCOL";"Court";0;0,276785714285714;1;1,89285714285714;6,28333333333333
2010;"Terrestre";"PHYCOL";"Court";0;0;0,708333333333333;1,28571428571429;6,525
2011;"Terrestre";"PHYCOL";"Court";0;0,229166666666667;1;1,91666666666667;6,375
2012;"Terrestre";"PHYCOL";"Court";0;0;0,527777777777778;1,29166666666667;3,875
2013;"Terrestre";"PHYCOL";"Court";0;0,115384615384615;0,5;0,857142857142857;3
2014;"Terrestre";"PHYCOL";"Court";0;0,25;0,733333333333333;1,66666666666667;5,7
2015;"Terrestre";"PHYCOL";"Court";0;0,141666666666667;0,6;1,175;5,95
2016;"Terrestre";"PHYCOL";"Court";0;0;0,5;1;3,04285714285714
2017;"Terrestre";"PHYCOL";"Court";0;0,285714285714286;0,833333333333333;1,66666666666667;4
2018;"Terrestre";"PHYCOL";"Court";0;0;0,375;1,09090909090909;4,5
2019;"Terrestre";"PHYCOL";"Court";0;0,333333333333333;0,733333333333333;1,6;4,88333333333334
2020;"Terrestre";"PHYCOL";"Court";0;0,230769230769231;0,75;1,425;4,18749999999999
2021;"Terrestre";"PHYCOL";"Court";0;0;0,5;1;2,9875
2022;"Terrestre";"PHYCOL";"Court";0;0,25;0,875;1,6;6,5
2017;"Aquatique";"PICDIS";"Court";0;0;0;0;0
1990;"Terrestre";"PICDIS";"Court";0,0249999999999999;0,25;0,5;0,75;0,975
1991;"Terrestre";"PICDIS";"Court";0,0249999999999999;0,25;0,5;0,75;0,975
1992;"Terrestre";"PICDIS";"Court";0;0;0;0;0
1993;"Terrestre";"PICDIS";"Court";0;0;0;0,5;0,95
1994;"Terrestre";"PICDIS";"Court";0;0;0;0,333333333333333;0,633333333333333
1995;"Terrestre";"PICDIS";"Court";0;0;0;0;0
1996;"Terrestre";"PICDIS";"Court";0,0249999999999999;0,25;0,5;0,75;0,975
1997;"Terrestre";"PICDIS";"Court";0;0;0;0;0
1998;"Terrestre";"PICDIS";"Court";0,00624999999999998;0,0625;0,125;0,1875;0,24375
1999;"Terrestre";"PICDIS";"Court";2;2;2;2;2
2000;"Terrestre";"PICDIS";"Court";0;0;0;0;0
2001;"Terrestre";"PICDIS";"Court";0;0;0;0,75;2,75
2002;"Terrestre";"PICDIS";"Court";0,075;0,75;1;1,5;2,85
2003;"Terrestre";"PICDIS";"Court";0;0;0;0,25;0,475
2004;"Terrestre";"PICDIS";"Court";0;0;0;0,75;1,875
2005;"Terrestre";"PICDIS";"Court";0;0;0;1;5,1
2006;"Terrestre";"PICDIS";"Court";0;0;0;0;1
2007;"Terrestre";"PICDIS";"Court";0;0;0;0,55;1
2008;"Terrestre";"PICDIS";"Court";0;0;0;0,5;1,8
2009;"Terrestre";"PICDIS";"Court";0;0;0;0;0,4
2010;"Terrestre";"PICDIS";"Court";0;0;0;0;1
2011;"Terrestre";"PICDIS";"Court";0;0;0;0;0,825
2012;"Terrestre";"PICDIS";"Court";0;0;0;0;0,875
2013;"Terrestre";"PICDIS";"Court";0;0;0;0,25;0,925
2014;"Terrestre";"PICDIS";"Court";0;0;0;0,75;1
2015;"Terrestre";"PICDIS";"Court";0;0;0;0;1,75
2016;"Terrestre";"PICDIS";"Court";0;0;0;0;0,3875
2017;"Terrestre";"PICDIS";"Court";0;0;0;1;1,8
2018;"Terrestre";"PICDIS";"Court";0;0;0;0,5;1
2019;"Terrestre";"PICDIS";"Court";0;0;0;0;3
2020;"Terrestre";"PICDIS";"Court";0;0;0;0;2,15
2021;"Terrestre";"PICDIS";"Court";0;0;0;0,75;1,575
2022;"Terrestre";"PICDIS";"Court";0;0;0;0;0,75
2008;"Terrestre";"PICDISSHA";"Court";0;0;0;0;0
2011;"Terrestre";"PICDISVIR";"Court";0;0;0;0;0
2014;"Terrestre";"PICDISVIR";"Court";0;0;0;0;0
2015;"Terrestre";"PICDISVIR";"Court";0;0;0;0;0
2019;"Terrestre";"PICDISVIR";"Court";0;0;0;0;0
2016;"Aquatique";"PICPIC";"Court";0;0;0;0;0
2015;"STOC-rozo";"PICPIC";"Court";0;0;0;0;0
1991;"Terrestre";"PICPIC";"Court";0;0;0;0;0
1992;"Terrestre";"PICPIC";"Court";0;0;0;0;0
1995;"Terrestre";"PICPIC";"Court";0,0499999999999998;0,5;1;1,5;1,95
1996;"Terrestre";"PICPIC";"Court";0;0;0;0;0
1997;"Terrestre";"PICPIC";"Court";1;1;1;1;1
1998;"Terrestre";"PICPIC";"Court";0;0;0;0;0
2001;"Terrestre";"PICPIC";"Court";0,0249999999999999;0,25;0,5;0,75;0,975
2002;"Terrestre";"PICPIC";"Court";0;0;0;0;0
2004;"Terrestre";"PICPIC";"Court";0;0;0;0;0
2005;"Terrestre";"PICPIC";"Court";0;0;0;0;0
2007;"Terrestre";"PICPIC";"Court";0;0;0;0,5;0,95
2008;"Terrestre";"PICPIC";"Court";0;0;0;0;0
2009;"Terrestre";"PICPIC";"Court";0;0;0;0;0
2010;"Terrestre";"PICPIC";"Court";0;0;0;0;0
2012;"Terrestre";"PICPIC";"Court";0;0;0;0;0
2013;"Terrestre";"PICPIC";"Court";0;0;0;0;0
2014;"Terrestre";"PICPIC";"Court";0;0;0;0;0
2015;"Terrestre";"PICPIC";"Court";0;0;0;0;0
2016;"Terrestre";"PICPIC";"Court";0;0;0;0;0
2017;"Terrestre";"PICPIC";"Court";0;0;0;0;0
2018;"Terrestre";"PICPIC";"Court";0,0125;0,125;0,25;0,375;0,4875
2019;"Terrestre";"PICPIC";"Court";0,0249999999999999;0,25;0,5;0,75;0,975
2022;"Terrestre";"PICPIC";"Court";1;1;1;1;1
2003;"Aquatique";"PRUMOD";"Court";0;0;0;0;0
2005;"Aquatique";"PRUMOD";"Court";0;0;0;0;0
2007;"Aquatique";"PRUMOD";"Court";1;1;1;1;1
2008;"Aquatique";"PRUMOD";"Court";0;0;0;0;0
2009;"Aquatique";"PRUMOD";"Court";1;1;1;1;1
2010;"Aquatique";"PRUMOD";"Court";0,0083333333333333;0,0833333333333333;0,166666666666667;0,25;0,325
2011;"Aquatique";"PRUMOD";"Court";0;0;0;0;0
2012;"Aquatique";"PRUMOD";"Court";1;1;1;1;1
2014;"Aquatique";"PRUMOD";"Court";0,0166666666666666;0,166666666666667;0,333333333333333;0,5;0,65
2015;"Aquatique";"PRUMOD";"Court";0;0;0;0,25;0,475
2016;"Aquatique";"PRUMOD";"Court";0,0499999999999998;0,5;1;1,5;1,95
2017;"Aquatique";"PRUMOD";"Court";0;0;0;0,0625;0,23125
2018;"Aquatique";"PRUMOD";"Court";0,0125;0,125;0,25;0,375;0,4875
2019;"Aquatique";"PRUMOD";"Court";0;0;0;0;0
2020;"Aquatique";"PRUMOD";"Court";0;0;0;0;0
2021;"Aquatique";"PRUMOD";"Court";0;0;0;0;0
1999;"STOC-rozo";"PRUMOD";"Court";0,0166666666666666;0,166666666666667;0,333333333333333;0,5;0,65
2000;"STOC-rozo";"PRUMOD";"Court";0,0125;0,125;0,25;0,375;0,4875
2002;"STOC-rozo";"PRUMOD";"Court";0;0;0;0;0
2003;"STOC-rozo";"PRUMOD";"Court";0;0;0;0,25;0,925
2004;"STOC-rozo";"PRUMOD";"Court";0,00999999999999997;0,1;0,2;0,3;0,39
2005;"STOC-rozo";"PRUMOD";"Court";0,025;0,25;0,416666666666667;0,5625;0,73125
2006;"STOC-rozo";"PRUMOD";"Court";0,01875;0,1875;0,375;0,625;0,9625
2007;"STOC-rozo";"PRUMOD";"Court";0;0;0,3;0,7;0,97
2008;"STOC-rozo";"PRUMOD";"Court";0,05;0,5;1;1;1
2009;"STOC-rozo";"PRUMOD";"Court";0;0;0;0;0
2010;"STOC-rozo";"PRUMOD";"Court";0;0;0;0;0
2011;"STOC-rozo";"PRUMOD";"Court";0,0125;0,125;0,25;0,375;0,4875
2012;"STOC-rozo";"PRUMOD";"Court";0;0;0;0;0,9
2013;"STOC-rozo";"PRUMOD";"Court";0;0;0;0;0
2014;"STOC-rozo";"PRUMOD";"Court";0;0;0;0;0
2015;"STOC-rozo";"PRUMOD";"Court";0;0;0;0,5;0,95
2016;"STOC-rozo";"PRUMOD";"Court";0,75625;0,8125;0,875;0,9375;0,99375
2017;"STOC-rozo";"PRUMOD";"Court";2;2;2;2;2
2018;"STOC-rozo";"PRUMOD";"Court";0,01;0,1;0,2;0,6;0,96
2019;"STOC-rozo";"PRUMOD";"Court";0,5;0,5;0,5;0,5;0,5
2020;"STOC-rozo";"PRUMOD";"Court";0,0125;0,125;0,25;0,375;0,4875
2021;"STOC-rozo";"PRUMOD";"Court";0;0;0;0;0
2022;"STOC-rozo";"PRUMOD";"Court";0,0166666666666666;0,166666666666667;0,333333333333333;0,5;0,65
1989;"Terrestre";"PRUMOD";"Court";0;0;0;0,5;0,95
1990;"Terrestre";"PRUMOD";"Court";0,021875;0,138392857142857;0,4;0,577380952380952;1,7625
1991;"Terrestre";"PRUMOD";"Court";0;0;0,130434782608696;0,396103896103896;0,5
1992;"Terrestre";"PRUMOD";"Court";0,134375;0,434615384615385;0,627450980392157;0,666666666666667;1,08611111111111
1993;"Terrestre";"PRUMOD";"Court";0,1725;0,3;0,378571428571429;1;1
1994;"Terrestre";"PRUMOD";"Court";0,0125;0,111607142857143;0,258928571428571;0,517857142857143;0,65
1995;"Terrestre";"PRUMOD";"Court";0;0,09375;0,775;1;4,3
1996;"Terrestre";"PRUMOD";"Court";0;0;0,285714285714286;0,5;0,9
1997;"Terrestre";"PRUMOD";"Court";0;0;0;0,166666666666667;0,914285714285715
1998;"Terrestre";"PRUMOD";"Court";0;0;0;0,161764705882353;0,938235294117647
1999;"Terrestre";"PRUMOD";"Court";0;0;0,2;0,5;0,9625
2000;"Terrestre";"PRUMOD";"Court";0;0,1;0,444444444444444;0,833333333333333;1,75
2001;"Terrestre";"PRUMOD";"Court";0;0,0833333333333333;0,333333333333333;0,75;1,26
2002;"Terrestre";"PRUMOD";"Court";0;0,1875;0,5;1;4,825
2003;"Terrestre";"PRUMOD";"Court";0;0;0,25;0,666666666666667;2
2004;"Terrestre";"PRUMOD";"Court";0;0,125;0,345238095238095;0,725;2,08333333333333
2005;"Terrestre";"PRUMOD";"Court";0;0,166666666666667;0,5;0,8;2
2006;"Terrestre";"PRUMOD";"Court";0;0,236111111111111;0,4;1;2,54166666666667
2007;"Terrestre";"PRUMOD";"Court";0;0,142857142857143;0,5;1;1,975
2008;"Terrestre";"PRUMOD";"Court";0;0;0,190909090909091;0,616666666666667;1,6
2009;"Terrestre";"PRUMOD";"Court";0;0;0,5;1;2,2625
2010;"Terrestre";"PRUMOD";"Court";0;0;0,292857142857143;0,643939393939394;1,7625
2011;"Terrestre";"PRUMOD";"Court";0;0;0,5;1;2,55
2012;"Terrestre";"PRUMOD";"Court";0;0;0,30952380952381;0,7625;2
2013;"Terrestre";"PRUMOD";"Court";0;0;0,0833333333333333;0,666666666666667;2,675
2014;"Terrestre";"PRUMOD";"Court";0;0;0,5;1,33333333333333;5,41666666666666
2015;"Terrestre";"PRUMOD";"Court";0;0;0,333333333333333;1;3,1
2016;"Terrestre";"PRUMOD";"Court";0;0,142857142857143;0,380952380952381;1;2,14375
2017;"Terrestre";"PRUMOD";"Court";0;0;0,5;1;3,5
2018;"Terrestre";"PRUMOD";"Court";0;0;0,5;1;2,78333333333333
2019;"Terrestre";"PRUMOD";"Court";0;0,142857142857143;0,5;1;3,3
2020;"Terrestre";"PRUMOD";"Court";0;0;0,5;1,3125;5
2021;"Terrestre";"PRUMOD";"Court";0;0;0,333333333333333;0,789473684210526;2,16666666666667
2022;"Terrestre";"PRUMOD";"Court";0;0,108333333333333;0,5;1;2,925
2007;"Aquatique";"PYRULA";"Court";0;0;0;0;0
2012;"Aquatique";"PYRULA";"Court";0;0;0;0;0
2013;"Aquatique";"PYRULA";"Court";0;0;0;0;0
2014;"Aquatique";"PYRULA";"Court";0;0;0;0;0
2015;"Aquatique";"PYRULA";"Court";0,22;0,4;0,6;0,8;0,98
2017;"Aquatique";"PYRULA";"Court";0,05;0,5;1;1;1
2018;"Aquatique";"PYRULA";"Court";0;0;0;0,166666666666667;0,316666666666667
2019;"Aquatique";"PYRULA";"Court";0;0;0;0;0
2020;"Aquatique";"PYRULA";"Court";0,2;0,2;0,2;0,2;0,2
2021;"Aquatique";"PYRULA";"Court";0;0;0;0;0
1999;"STOC-rozo";"PYRULA";"Court";0;0;0;0;0
2000;"STOC-rozo";"PYRULA";"Court";0;0;0;0;0
2001;"STOC-rozo";"PYRULA";"Court";0;0;0;0;0
2002;"STOC-rozo";"PYRULA";"Court";0;0;0;0;0
2004;"STOC-rozo";"PYRULA";"Court";0;0;0;0;0
2006;"STOC-rozo";"PYRULA";"Court";1,5;1,5;1,5;1,5;1,5
2007;"STOC-rozo";"PYRULA";"Court";0;0;0;0;0
2010;"STOC-rozo";"PYRULA";"Court";0;0;0;0;0
2012;"STOC-rozo";"PYRULA";"Court";0;0;0;0;0
2017;"STOC-rozo";"PYRULA";"Court";0;0;0;0;0
1989;"Terrestre";"PYRULA";"Court";0,00208333333333333;0,0208333333333333;0,0416666666666667;0,0625;0,08125
1990;"Terrestre";"PYRULA";"Court";0;0,05;0,181818181818182;0,302884615384615;0,48125
1991;"Terrestre";"PYRULA";"Court";0;0;0;0;0,05
1992;"Terrestre";"PYRULA";"Court";0;0;0,0833333333333333;0,255952380952381;0,910714285714286
1993;"Terrestre";"PYRULA";"Court";0;0;0,4;1;2,35
1994;"Terrestre";"PYRULA";"Court";0;0;0;0;0
1995;"Terrestre";"PYRULA";"Court";0;0;0;0;0
1996;"Terrestre";"PYRULA";"Court";0;0;0;0,25;0,475
1997;"Terrestre";"PYRULA";"Court";0;0;0;0;0
1998;"Terrestre";"PYRULA";"Court";0;0;0;0;0
1999;"Terrestre";"PYRULA";"Court";0,0499999999999998;0,5;1;1,5;1,95
2000;"Terrestre";"PYRULA";"Court";0;0;0;0,75;1,625
2001;"Terrestre";"PYRULA";"Court";0;0;0;0,03125;0,503125
2002;"Terrestre";"PYRULA";"Court";0;0;0;0;0,2
2003;"Terrestre";"PYRULA";"Court";0;0;0;0,015625;1,48076923076923
2004;"Terrestre";"PYRULA";"Court";0;0;0;0;0,7875
2005;"Terrestre";"PYRULA";"Court";0;0;0;0,125;1
2006;"Terrestre";"PYRULA";"Court";0;0;0;0;0,833333333333333
2007;"Terrestre";"PYRULA";"Court";0;0;0;0,2;1,025
2008;"Terrestre";"PYRULA";"Court";0;0;0;0,142857142857143;0,533333333333334
2009;"Terrestre";"PYRULA";"Court";0;0;0;0,3625;2,875
2010;"Terrestre";"PYRULA";"Court";0;0;0;0;0,612499999999999
2011;"Terrestre";"PYRULA";"Court";0;0;0;0,5;2,3
2012;"Terrestre";"PYRULA";"Court";0;0;0;0;0,725
2013;"Terrestre";"PYRULA";"Court";0;0;0;0;0,57142857142857
2014;"Terrestre";"PYRULA";"Court";0;0;0;0,325;3,975
2015;"Terrestre";"PYRULA";"Court";0;0;0;0,107142857142857;2,56874999999999
2016;"Terrestre";"PYRULA";"Court";0;0;0;0;1,67499999999999
2017;"Terrestre";"PYRULA";"Court";0;0;0;0,4;1
2018;"Terrestre";"PYRULA";"Court";0;0;0;0,0625;2
2019;"Terrestre";"PYRULA";"Court";0;0;0;0;1
2020;"Terrestre";"PYRULA";"Court";0;0;0;0;1
2021;"Terrestre";"PYRULA";"Court";0;0;0;0;0,919696969696968
2022;"Terrestre";"PYRULA";"Court";0;0;0;0;0,759999999999999
2002;"STOC-rozo";"RALAQU";"Court";0;0;0;0;0
2010;"STOC-rozo";"RALAQU";"Court";0;0;0;0;0
2014;"STOC-rozo";"RALAQU";"Court";0;0;0;0;0
2019;"STOC-rozo";"RALAQU";"Court";0;0;0;0;0
2020;"Terrestre";"RALAQU";"Court";0;0;0;0;0
